Datum - Olomoucký kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
15.04.2021;189;299;71;28;7;6;15605;853;16458;1;8;7;12;10;15;10;8;15;20;17;12;19;10;10;8;5;2;0;0;0;0;0;0;0;1;6;5;17;13;21;26;63;57;37;27;26;0;0;0;0;0;0;0;1;1;0;2;6;5;10;17;21;5;1;2;0;0;0;0;0;0;0;0;4;1;1;3;1;1;3;3;5;3;3;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;2;0
16.04.2021;268;292;73;24;9;2;8969;1271;10240;13;20;19;11;9;13;18;27;24;19;18;19;18;10;12;9;4;5;0;1;0;1;0;0;0;2;6;7;17;12;20;25;59;52;37;27;26;0;1;0;1;0;0;0;0;1;1;2;5;6;11;18;18;6;2;1;0;1;0;1;0;0;0;1;0;2;1;0;2;1;3;2;4;2;4;0;1;0;1;0;0;0;0;0;1;0;0;1;1;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
17.04.2021;50;259;65;15;3;5;1635;311;1946;1;2;2;3;1;1;5;5;4;10;2;2;3;1;2;3;1;2;0;0;0;0;0;0;0;2;5;7;13;12;16;23;53;45;32;26;25;0;0;0;0;0;0;0;0;1;1;2;5;5;11;16;15;6;2;1;0;0;0;0;0;0;0;1;0;1;0;2;0;2;1;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;1;0
18.04.2021;47;270;69;22;8;3;2019;280;2299;2;0;1;3;3;1;0;5;3;2;7;5;5;0;3;6;1;0;0;0;0;0;0;0;0;2;6;8;16;12;13;22;50;47;42;26;26;0;0;0;0;0;0;0;0;1;1;3;5;5;11;14;17;9;2;1;0;0;0;0;0;0;0;0;2;1;3;0;0;0;1;3;10;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0
19.04.2021;318;283;68;20;1;5;17872;1384;19256;12;25;26;20;15;16;20;29;30;23;29;25;12;19;8;2;4;3;0;0;0;0;0;0;0;2;7;9;15;13;14;26;49;51;41;27;29;0;0;0;0;0;0;0;0;1;1;3;5;5;11;14;16;9;2;1;0;0;0;0;0;0;0;0;1;1;0;1;1;4;1;4;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0
20.04.2021;287;284;68;23;5;;14505;1258;15763;9;11;9;16;12;23;25;16;32;37;26;18;15;14;12;3;4;5;0;0;0;0;0;0;0;3;9;9;17;11;14;27;48;51;41;25;29;0;0;0;0;0;0;0;0;1;1;3;5;5;10;14;16;10;2;1;0;0;0;0;0;0;0;1;2;1;3;2;2;2;5;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.04.2021;224;290;74;34;9;7;13065;1050;14115;9;8;9;11;13;20;15;13;22;14;16;19;24;11;10;4;3;2;1;1;0;0;0;0;0;3;8;10;14;14;14;31;44;53;42;25;31;0;1;0;0;0;0;0;0;1;2;3;6;5;10;14;16;11;3;2;0;1;0;0;0;0;0;0;0;2;3;3;0;5;5;6;5;2;2;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;4;0
22.04.2021;164;278;64;19;3;2;16070;815;16885;9;6;9;6;9;10;20;12;13;14;10;11;12;10;4;5;0;4;0;1;0;1;0;0;0;2;8;7;14;14;15;29;43;52;42;23;27;0;1;0;0;0;0;0;0;1;2;3;5;5;8;12;13;11;2;1;0;0;0;1;0;0;0;0;0;0;1;0;3;2;3;4;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
23.04.2021;253;269;62;24;8;3;8459;1104;9563;9;6;15;15;21;18;24;13;22;26;15;24;11;11;10;6;1;6;0;0;0;1;0;0;0;3;8;8;14;12;16;26;44;48;41;20;28;0;0;0;0;0;0;0;1;1;1;3;4;5;8;15;11;12;0;1;0;0;0;0;0;0;0;1;0;1;1;1;3;2;4;5;3;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
24.04.2021;51;247;59;11;4;2;1592;294;1886;2;1;3;0;1;3;4;3;4;11;6;7;3;2;1;0;0;0;0;0;0;0;0;0;0;3;5;7;14;11;18;25;41;42;36;17;28;0;0;0;0;0;0;0;2;1;1;4;3;5;6;14;12;10;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;4;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
25.04.2021;27;248;62;12;4;4;1158;229;1387;2;1;0;0;4;3;1;5;0;1;1;1;3;3;1;1;0;0;0;0;0;0;0;0;0;4;5;6;13;10;18;23;42;46;37;16;28;0;0;0;0;0;0;0;2;1;1;4;3;6;7;15;11;11;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0
26.04.2021;242;252;61;17;3;2;17934;1215;19149;1;12;15;13;11;8;14;13;26;30;25;26;15;11;14;3;4;1;0;1;0;0;0;0;0;5;4;5;11;10;19;24;44;50;38;16;25;0;0;0;0;0;0;0;2;1;1;4;2;5;7;15;10;13;1;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;3;5;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
27.04.2021;236;241;51;20;1;9;14400;1045;15445;7;7;14;9;15;17;20;20;20;24;19;22;8;10;8;9;2;5;0;0;0;0;0;0;0;5;2;6;11;6;20;20;42;46;41;19;23;0;0;0;0;0;0;0;2;0;1;4;1;5;5;14;9;9;1;0;0;0;0;0;0;0;0;1;0;1;2;0;2;1;4;1;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;2;0;3;0
28.04.2021;204;216;54;13;9;5;13632;968;14600;7;8;14;8;9;12;12;15;23;22;19;12;13;9;8;6;3;3;1;0;0;0;0;0;0;5;2;4;11;5;18;19;38;44;34;17;19;0;0;0;0;0;0;0;3;1;1;5;1;3;6;14;9;9;1;1;0;0;0;0;0;0;0;0;1;0;4;0;2;0;2;2;1;0;1;0;0;0;0;0;0;0;1;1;0;2;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;1;0
29.04.2021;143;210;50;21;8;3;16573;717;17290;4;7;8;6;9;7;6;9;17;22;14;3;9;10;5;3;0;4;0;0;0;1;0;1;0;5;2;4;11;6;18;19;38;40;30;18;17;0;0;0;1;0;0;0;2;1;1;3;1;4;7;13;8;7;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;4;3;4;2;1;0;0;0;1;0;0;0;0;0;0;0;0;2;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0
30.04.2021;136;197;49;15;4;5;8432;898;9330;5;6;5;5;4;13;10;9;10;16;16;8;11;6;7;3;2;0;0;1;0;0;0;1;0;6;2;6;11;6;21;16;38;35;26;17;11;0;1;0;0;0;0;0;3;1;0;2;2;4;7;13;8;7;1;0;0;1;0;0;0;0;0;1;0;2;1;1;3;1;3;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0
01.05.2021;31;178;45;10;1;3;1053;323;1376;1;0;1;2;2;1;2;1;5;3;3;1;3;0;1;2;1;2;0;0;0;0;0;0;0;6;1;5;11;5;16;16;33;30;25;16;14;0;0;0;0;0;0;0;3;1;0;2;2;4;7;12;8;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0
02.05.2021;40;178;42;11;0;1;2077;287;2364;1;2;3;3;3;6;1;1;3;2;0;0;6;2;4;2;1;0;0;0;0;0;0;0;0;6;1;7;11;6;14;18;33;30;24;16;12;0;0;0;0;0;0;0;3;1;0;2;2;3;6;11;8;5;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;3;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
03.05.2021;182;192;46;19;4;2;20044;1079;21123;4;7;12;7;8;5;15;7;19;15;20;16;16;11;15;2;1;2;0;0;1;0;0;0;0;7;1;8;11;5;17;19;38;33;24;17;11;0;0;0;0;0;0;0;3;1;0;3;2;4;6;13;8;5;1;0;0;0;1;0;0;0;0;1;0;1;1;0;3;1;5;3;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
04.05.2021;120;180;45;16;2;2;16046;1045;17091;3;2;6;8;6;6;7;16;9;13;5;11;10;7;6;2;1;1;1;0;0;0;0;0;0;7;1;7;8;6;12;18;35;33;24;18;11;0;0;0;0;0;0;0;2;1;0;3;2;4;6;11;10;5;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;4;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
05.05.2021;117;171;40;13;2;3;13788;744;14532;2;4;4;5;3;1;8;6;19;10;8;11;8;9;11;4;2;2;0;1;0;1;1;0;0;6;1;7;6;6;12;17;32;33;19;18;11;0;0;0;0;0;0;0;2;1;0;3;2;5;5;7;8;6;1;0;0;1;0;1;1;0;0;1;0;0;0;0;1;3;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0
06.05.2021;75;160;36;12;2;2;16265;641;16906;5;2;5;4;5;7;7;3;7;4;4;5;5;2;5;4;0;1;0;1;0;3;3;0;0;4;1;4;5;6;11;19;31;31;16;16;9;0;1;0;0;0;0;0;2;1;0;2;2;5;4;7;7;5;0;0;0;1;0;2;2;0;0;0;0;0;0;0;0;4;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
07.05.2021;73;148;37;10;4;3;8596;835;9431;1;1;7;3;7;1;5;8;8;7;6;4;4;3;5;1;1;1;0;1;0;3;3;0;0;2;1;3;8;6;9;17;28;27;17;13;10;0;1;0;0;0;0;0;2;1;0;2;2;4;4;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;2;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0
08.05.2021;6;138;30;6;0;3;1620;298;1918;0;0;0;0;0;0;1;0;3;0;0;0;1;0;0;1;0;0;0;1;0;3;3;0;0;2;1;4;8;6;7;18;25;24;15;12;9;0;1;0;0;0;0;0;2;1;0;2;2;4;2;5;5;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0
09.05.2021;30;138;26;9;1;4;1974;285;2259;1;1;2;4;2;1;1;1;0;6;1;3;2;1;1;2;1;0;0;1;0;3;3;0;0;2;1;4;8;6;6;15;26;24;17;13;9;0;1;0;0;0;0;0;2;1;0;2;2;3;1;5;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0
10.05.2021;141;133;25;6;2;;19808;1035;20843;4;7;9;6;11;7;5;10;11;13;12;13;12;8;5;4;3;1;0;1;0;3;3;0;0;3;2;4;8;6;5;14;24;22;16;13;9;0;1;0;0;0;0;0;2;1;0;1;2;3;1;5;4;5;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11.05.2021;98;131;22;13;1;3;16315;817;17132;3;3;10;1;2;9;7;5;7;8;13;5;11;5;5;3;1;0;0;1;0;7;3;0;0;3;2;3;6;5;4;13;21;22;18;14;9;0;1;0;0;0;0;0;1;1;0;1;2;2;1;4;5;4;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0
12.05.2021;95;124;23;15;5;3;14358;731;15089;6;6;6;3;5;9;8;5;5;7;8;9;5;6;5;1;0;1;0;0;0;7;3;0;0;3;3;2;4;5;6;10;19;23;17;12;10;0;0;0;0;0;0;0;1;2;0;1;1;4;1;3;6;4;0;0;0;0;0;0;0;0;0;0;1;1;0;1;3;0;4;2;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0
13.05.2021;65;112;21;10;1;1;17591;558;18149;3;2;4;1;2;4;5;4;4;10;4;6;4;5;5;0;0;2;0;0;0;7;3;0;0;3;3;3;3;3;5;10;17;22;17;7;9;0;0;0;0;0;0;0;1;2;0;1;1;3;1;3;5;4;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
14.05.2021;61;106;22;6;2;1;9078;1097;10175;0;0;6;2;5;2;3;9;6;6;7;5;2;1;4;1;1;1;0;0;0;8;3;0;0;2;3;3;5;3;5;9;14;21;15;7;8;0;0;0;0;0;0;0;1;2;0;2;1;3;1;3;5;4;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
15.05.2021;19;92;19;6;2;3;1500;249;1749;1;1;2;2;0;1;2;1;0;2;2;1;1;2;0;0;1;0;0;0;0;8;3;0;0;2;3;2;3;3;5;8;10;19;12;6;8;0;0;0;0;0;0;0;0;2;0;1;1;3;3;2;3;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0
16.05.2021;21;87;18;5;2;1;1371;265;1636;2;1;3;1;0;0;2;3;0;3;2;1;2;1;0;0;0;0;0;0;0;8;3;0;0;1;3;1;3;3;5;8;7;22;11;5;7;0;0;0;0;0;0;0;0;2;0;0;1;3;3;2;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
17.05.2021;106;88;18;6;2;1;21151;991;22142;1;10;7;6;6;6;9;7;10;10;2;10;7;5;1;3;3;3;0;0;1;8;4;0;0;1;2;1;3;3;6;8;8;20;10;5;8;0;0;0;0;0;0;0;0;1;0;0;1;3;3;3;4;3;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
18.05.2021;92;87;17;5;1;1;17550;662;18212;5;3;12;7;1;4;5;11;9;5;6;8;4;4;5;1;1;1;0;0;0;8;4;0;0;1;2;1;2;3;6;8;10;19;8;7;8;0;0;0;0;0;0;0;0;1;0;0;1;3;4;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
19.05.2021;83;76;17;3;2;;14957;570;15527;4;5;6;2;1;6;7;8;4;8;5;7;4;3;4;5;2;2;0;0;0;8;4;0;0;1;1;0;2;2;6;5;10;16;6;7;8;0;0;0;0;0;0;0;0;1;0;0;0;4;4;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20.05.2021;57;71;16;4;2;1;15763;534;16297;0;0;0;3;5;4;3;7;5;6;5;9;4;1;1;2;2;0;0;0;0;8;3;0;0;0;1;0;2;3;3;5;10;13;9;7;7;0;0;0;0;0;0;0;0;1;0;0;0;1;4;3;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
21.05.2021;47;59;14;2;1;1;10639;748;11387;0;4;4;2;3;1;3;5;3;4;5;3;3;1;5;0;1;0;0;0;0;6;2;0;0;1;1;0;2;2;1;5;9;11;7;7;5;0;0;0;0;0;0;0;0;1;0;0;0;1;4;3;3;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22.05.2021;15;51;13;3;2;1;2199;233;2432;1;1;1;0;0;1;2;0;2;3;0;0;2;0;0;2;0;0;0;0;0;6;1;0;0;1;1;0;1;1;1;4;7;10;8;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
23.05.2021;30;49;13;2;0;1;1791;206;1997;1;2;5;2;1;1;1;2;4;3;1;0;4;1;0;1;0;0;1;0;0;6;1;0;0;1;0;0;1;1;1;2;9;9;8;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
24.05.2021;61;49;11;2;0;;19018;866;19884;6;4;7;7;2;2;5;3;6;9;3;2;1;3;0;0;1;0;0;0;0;6;1;0;0;1;0;0;1;1;1;2;9;9;8;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.05.2021;63;49;9;8;0;1;15583;983;16566;1;5;1;4;3;1;2;3;10;9;4;5;3;6;3;1;1;1;0;0;0;5;1;0;0;1;0;1;2;0;1;3;8;8;8;5;6;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
26.05.2021;64;48;8;5;1;;12889;476;13365;2;6;2;5;3;1;5;4;4;8;5;1;8;2;5;3;0;0;0;0;0;5;0;0;0;1;0;1;2;0;1;4;8;8;9;3;6;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27.05.2021;36;43;8;2;0;1;14493;657;15150;2;3;0;2;2;2;5;1;5;3;2;6;2;1;0;0;0;0;0;0;0;3;0;0;0;1;0;2;2;0;1;4;7;7;9;2;5;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
