Datum - Královéhradecký kraj;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
01.10.2022;74;97;10;12;1;2;75;128;203;1;0;0;1;1;2;3;6;4;4;6;4;3;7;12;9;3;8;0;1;0;0;1;1;0;1;1;1;2;2;2;6;8;19;19;11;22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;3;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
02.10.2022;45;106;11;12;2;;88;80;168;0;0;0;0;1;1;2;1;2;3;3;4;5;5;7;4;4;3;0;1;0;0;1;1;0;1;1;1;2;2;3;6;9;23;22;11;22;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03.10.2022;402;118;12;21;2;2;677;319;996;4;4;3;8;15;16;11;18;33;54;37;46;32;23;29;34;22;13;0;0;0;1;1;1;0;1;1;1;1;1;5;8;10;23;23;17;24;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;4;1;1;2;0;0;0;1;0;0;0;0;0;0;0;0;2;2;2;2;3;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
04.10.2022;347;122;9;25;2;2;398;458;856;4;3;2;8;11;22;29;21;35;31;25;31;33;20;30;15;13;14;0;1;0;1;0;1;1;2;1;0;2;1;5;10;8;29;22;19;19;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;4;1;1;1;0;1;0;0;0;0;1;1;0;0;1;0;1;2;1;8;3;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
05.10.2022;258;128;9;26;3;1;349;385;734;1;1;2;3;7;13;12;17;15;17;26;30;11;26;23;30;16;8;0;1;0;1;0;1;1;3;1;0;1;2;6;10;11;28;23;15;24;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;2;0;1;3;0;0;0;0;0;0;0;1;0;0;0;1;1;1;3;3;6;1;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
06.10.2022;278;114;8;11;0;2;373;357;730;5;1;4;0;9;14;16;17;18;23;28;27;21;20;18;23;16;18;0;0;0;1;0;1;1;3;1;0;1;1;6;9;7;22;22;16;23;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
07.10.2022;234;108;9;14;2;2;344;294;638;7;0;1;6;8;8;12;11;22;28;22;15;22;20;17;16;11;8;0;0;0;1;0;1;1;2;1;1;1;1;4;9;9;19;22;17;19;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;1;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
08.10.2022;53;88;12;11;3;;77;139;216;0;0;2;2;2;2;2;3;4;7;3;3;4;4;1;7;4;3;0;0;0;0;0;1;1;2;1;1;1;1;3;5;6;16;18;18;14;0;0;0;0;0;0;0;2;0;1;0;0;0;0;3;2;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;2;4;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.10.2022;54;108;11;23;0;;73;102;175;2;1;0;1;0;3;3;4;2;6;2;2;6;2;3;5;10;2;0;0;0;0;0;1;1;3;1;0;1;1;4;7;6;18;23;22;20;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;2;1;0;3;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;3;5;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.10.2022;270;121;15;24;5;1;541;261;802;2;0;4;4;8;10;18;19;15;31;18;22;17;27;24;19;16;16;0;0;0;0;4;1;1;3;1;1;1;1;5;5;7;21;23;26;21;0;0;0;0;1;0;0;2;0;1;0;0;0;0;2;5;1;0;3;0;0;0;0;4;0;0;0;0;1;0;0;1;1;2;5;2;5;3;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
11.10.2022;256;130;16;33;4;2;356;424;780;4;2;2;4;11;9;21;14;13;29;28;27;22;21;14;20;8;7;0;1;0;0;1;0;1;2;0;1;2;3;4;7;11;23;24;25;25;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;5;2;2;2;0;1;0;0;0;0;0;0;0;0;1;3;1;2;5;3;5;4;8;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
12.10.2022;225;128;16;19;2;2;317;302;619;5;2;4;2;10;8;12;13;14;23;19;19;16;9;22;23;13;11;0;1;0;0;1;1;0;2;0;1;2;4;3;5;10;22;28;25;22;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;4;3;2;2;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;2;6;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
13.10.2022;190;128;15;17;3;;288;245;533;2;0;3;0;8;12;20;10;15;10;10;16;23;11;13;18;15;4;0;1;0;0;1;0;0;2;1;1;1;4;4;5;9;19;31;27;22;0;0;0;0;1;0;0;1;0;1;0;2;0;0;1;3;1;2;3;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;3;5;4;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14.10.2022;146;117;15;9;1;;260;250;510;2;1;1;4;5;7;3;10;9;15;14;15;9;7;12;17;10;5;0;1;0;0;1;0;0;2;0;1;1;5;5;5;7;17;24;25;23;0;0;0;0;1;0;0;1;0;1;0;2;0;0;1;2;1;3;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15.10.2022;60;101;14;4;0;2;61;122;183;0;1;2;1;2;4;3;3;3;2;5;5;8;6;5;6;2;2;0;0;0;0;1;0;0;2;0;1;0;4;5;4;6;12;24;21;21;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;2;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
16.10.2022;30;109;12;14;1;2;58;69;127;0;0;0;0;0;2;1;2;2;4;1;3;2;1;4;3;1;4;0;0;0;0;1;0;0;3;0;1;0;4;4;5;5;13;27;23;23;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;1;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;5;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
17.10.2022;205;126;11;25;2;1;464;176;640;2;1;2;3;9;8;13;13;21;21;15;22;13;12;17;16;8;9;0;0;0;0;2;0;0;2;1;0;1;6;4;9;5;17;22;30;27;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;1;3;3;0;0;0;0;1;0;0;0;1;0;1;2;0;4;1;4;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
18.10.2022;192;110;11;9;1;;280;326;606;2;1;2;3;3;5;13;18;13;21;21;16;17;17;19;12;4;5;0;0;0;0;1;0;0;2;1;0;1;6;2;6;5;12;17;29;28;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;1;1;2;3;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19.10.2022;106;98;7;10;0;2;275;200;475;2;0;1;1;2;7;8;4;7;8;14;5;5;7;12;11;8;4;0;0;0;0;1;0;0;2;1;0;0;4;2;5;5;11;19;27;21;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
20.10.2022;118;94;8;9;1;;263;156;419;1;1;0;2;4;5;8;11;6;11;11;9;9;10;9;14;5;2;0;0;0;0;1;0;0;2;1;0;1;4;2;3;4;13;20;26;17;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21.10.2022;108;81;5;10;0;1;226;171;397;5;1;0;0;5;5;3;11;5;12;6;5;6;18;8;8;5;5;0;0;0;0;1;0;0;1;1;0;0;3;1;5;5;12;19;19;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
22.10.2022;27;70;4;7;0;2;51;83;134;0;0;0;2;2;3;2;0;3;1;3;0;0;3;2;2;3;1;0;1;0;1;0;0;0;2;0;0;0;2;1;4;4;12;18;17;8;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
23.10.2022;29;73;5;10;2;;51;88;139;0;0;0;1;0;1;2;2;0;1;3;0;3;3;3;1;4;5;0;2;0;1;0;0;0;2;0;0;0;2;1;3;4;13;18;15;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24.10.2022;142;79;9;12;5;;350;158;508;2;1;1;3;3;6;8;4;11;13;14;14;13;10;17;11;4;7;0;1;0;1;2;0;0;2;0;0;0;2;2;2;4;14;19;15;15;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;2;2;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;3;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25.10.2022;127;68;9;10;1;;224;230;454;3;1;1;3;9;3;5;11;12;14;13;8;5;11;13;8;4;3;0;1;0;0;1;0;0;2;0;0;0;1;1;0;4;14;19;13;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26.10.2022;98;69;11;13;5;1;201;178;379;2;1;1;0;6;4;6;6;4;13;9;5;4;11;6;11;7;2;0;0;0;0;1;0;0;2;0;0;0;1;1;1;4;16;22;10;11;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
27.10.2022;76;68;12;7;2;;193;149;342;2;1;1;1;4;1;3;5;5;7;5;6;6;7;9;9;1;3;0;0;0;0;1;0;0;2;0;0;0;1;1;1;5;16;20;11;10;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.10.2022;37;50;9;1;0;2;47;87;134;1;1;1;0;1;2;3;0;8;0;3;2;2;3;4;2;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;4;10;13;11;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
29.10.2022;9;39;8;2;0;;42;40;82;0;0;0;0;0;3;0;0;0;1;0;1;0;0;1;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;10;8;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30.10.2022;17;41;7;6;0;2;62;66;128;0;0;0;0;0;0;0;0;2;0;0;2;2;2;2;3;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;2;8;8;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0
31.10.2022;119;39;6;3;0;;345;137;482;2;0;2;1;3;7;5;8;6;8;14;15;8;8;11;8;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;8;8;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.11.2022;94;35;7;6;2;1;247;166;413;1;0;1;3;6;2;11;5;5;7;8;5;2;9;9;8;7;5;0;0;0;1;0;0;0;0;0;0;0;0;0;2;2;6;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
02.11.2022;65;39;7;12;1;1;217;142;359;1;0;2;0;5;1;0;2;3;8;5;2;3;5;9;9;3;7;0;0;0;0;0;0;0;0;0;0;1;0;0;2;4;10;9;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;4;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
03.11.2022;38;34;7;2;0;1;165;98;263;3;0;0;2;1;1;3;3;2;2;2;2;3;2;5;3;2;2;0;0;0;1;0;0;0;0;0;0;1;0;0;2;4;7;7;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
04.11.2022;32;33;5;6;1;;175;111;286;4;0;0;0;1;3;2;2;2;3;3;3;1;0;1;2;3;2;0;0;0;1;0;0;0;0;0;1;1;0;0;1;4;7;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05.11.2022;26;29;5;1;0;;40;80;120;3;0;0;0;2;2;0;2;2;2;1;2;3;0;3;3;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;4;6;6;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06.11.2022;17;38;8;9;3;;43;56;99;0;0;0;0;1;1;0;1;2;0;1;1;2;0;5;2;1;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;4;10;8;5;7;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07.11.2022;67;39;5;4;0;;271;124;395;2;0;1;1;1;1;4;4;9;8;5;9;5;3;6;3;4;1;0;0;0;1;0;0;0;0;0;1;0;0;2;1;3;9;9;6;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08.11.2022;59;35;5;2;0;;207;160;367;0;1;4;3;7;0;3;7;3;5;4;2;3;7;2;3;3;2;0;0;0;1;0;0;0;0;0;1;0;0;1;1;3;8;8;5;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09.11.2022;53;36;4;8;1;;189;118;307;2;0;0;0;5;2;2;2;3;4;8;4;7;5;2;5;1;1;0;0;0;1;0;0;0;0;0;1;0;0;2;3;4;6;6;7;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.11.2022;42;30;3;3;0;1;171;115;286;1;0;1;0;1;1;2;0;2;6;3;2;4;6;6;5;1;1;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;4;7;6;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
11.11.2022;38;25;2;9;2;;150;90;240;0;0;1;0;0;2;2;2;3;0;2;2;3;1;7;6;5;2;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;5;5;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12.11.2022;19;24;3;6;1;;45;77;122;0;1;0;1;0;0;0;1;2;3;2;2;2;0;1;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;2;3;0;4;4;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
